[DEBUG] [2021-01-28 18:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 83be68ec5b66449bb887162f8c532f46, msgType : 19
[DEBUG] [2021-01-28 18:27:23] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDH-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-01-28 18:27:23] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDH-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-01-28 18:27:23] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_3DES_EDE_CBC_SHA => DES-CBC3-SHA
[DEBUG] [2021-01-28 18:27:23] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_3DES_EDE_CBC_SHA => DES-CBC3-SHA
[DEBUG] [2021-01-28 18:27:23] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-01-28 18:27:23] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-01-28 18:27:23] OpenSsl.<clinit>(369) | Supported protocols (OpenSSL): [SSLv2Hello, TLSv1, TLSv1.1, TLSv1.2] 
[DEBUG] [2021-01-28 18:27:23] OpenSsl.<clinit>(370) | Default cipher suites (OpenSSL): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA]
[DEBUG] [2021-01-28 18:27:23] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@3d5c822d
[DEBUG] [2021-01-28 18:27:24] ConnectionManager.startConnect(99) | startConnect to 127.0.0.1:20200
[DEBUG] [2021-01-28 18:27:24] DefaultChannelId.<clinit>(79) | -Dio.netty.processId: 14664 (auto-detected)
[DEBUG] [2021-01-28 18:27:24] DefaultChannelId.<clinit>(101) | -Dio.netty.machineId: 08:00:27:ff:fe:0b:bc:35 (auto-detected)
[DEBUG] [2021-01-28 18:27:27] ConnectionManager.startConnect(99) | startConnect to 127.0.0.1:20201
[DEBUG] [2021-01-28 18:27:27] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@4133b52f
[DEBUG] [2021-01-28 18:27:30] ConnectionManager.startConnect(134) |  start connect end. 
[DEBUG] [2021-01-28 18:27:30] ConnectionManager.startReconnectSchedule(138) |  start reconnect schedule
[DEBUG] [2021-01-28 18:27:31] SslHandler.setHandshakeSuccess(1807) | [id: 0x2a35bddf, L:/127.0.0.1:56680 - R:/127.0.0.1:20201] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[DEBUG] [2021-01-28 18:27:31] SslHandler.setHandshakeSuccess(1807) | [id: 0xcc9c5016, L:/127.0.0.1:34710 - R:/127.0.0.1:20200] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[INFO] [2021-01-28 18:27:31] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20200, ctx: 1712864627
[INFO] [2021-01-28 18:27:31] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20201, ctx: 1521310952
[DEBUG] [2021-01-28 18:27:31] ConnectionManager.addConnectionContext(408) | addConnectionContext, endpoint: 127.0.0.1:20200, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0xcc9c5016, L:/127.0.0.1:34710 - R:/127.0.0.1:20200])
[DEBUG] [2021-01-28 18:27:31] ConnectionManager.addConnectionContext(408) | addConnectionContext, endpoint: 127.0.0.1:20201, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x2a35bddf, L:/127.0.0.1:56680 - R:/127.0.0.1:20201])
[DEBUG] [2021-01-28 18:27:31] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2021-01-28 18:27:31] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[DEBUG] [2021-01-28 18:27:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cab91bc11b6d46429e5ab2d25e311658, msgType : 18
[DEBUG] [2021-01-28 18:27:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5b7addeb672a4c18a934fc63f3e2d858, msgType : 18
[INFO] [2021-01-28 18:27:33] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.6.0', supportedVersion='2.6.0', chainId='1', buildTime='20200814 08:45:06', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20200814 08:45:06","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.6.0","Git Branch":"HEAD","Git Commit Hash":"e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0","Supported Version":"2.6.0"}}

[INFO] [2021-01-28 18:27:33] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.6.0', supportedVersion='2.6.0', chainId='1', buildTime='20200814 08:45:06', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20200814 08:45:06","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.6.0","Git Branch":"HEAD","Git Commit Hash":"e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0","Supported Version":"2.6.0"}}

[INFO] [2021-01-28 18:27:33] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[INFO] [2021-01-28 18:27:33] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[DEBUG] [2021-01-28 18:27:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 644655a880e24f9ab934262339fd9362, msgType : 20
[DEBUG] [2021-01-28 18:27:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d62730a1bf62419c868d49cbca2f1c06, msgType : 20
[INFO] [2021-01-28 18:27:33] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.6.0, EnumProtocol=VERSION_3]
[INFO] [2021-01-28 18:27:33] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.6.0, EnumProtocol=VERSION_3]
[INFO] [2021-01-28 18:27:33] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 1.8.0_181 ,java vendor: Oracle Corporation
[DEBUG] [2021-01-28 18:27:33] ChannelImp.start(92) | Start the channel success
[INFO] [2021-01-28 18:27:33] BcosSDK.<init>(64) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2021-01-28 18:27:33] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-01-28 18:27:33] BcosSDK.<init>(74) | create BcosSDK, start channel succ, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16
[DEBUG] [2021-01-28 18:27:33] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 16, maxBlockingQueueSize: 102400
[DEBUG] [2021-01-28 18:27:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d17c5ed9d95c4425bea1495a8e7fd840, msgType : 19
[DEBUG] [2021-01-28 18:27:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1eaa17c250554ec9b133b61329e881e1, msgType : 19
[INFO] [2021-01-28 18:27:34] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2021-01-28 18:27:34] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9bba8cba57494375ba25e9fd5949c56c, msgType : 18
[DEBUG] [2021-01-28 18:27:34] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2021-01-28 18:27:34] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fb4133e7f0cf4ab6bfee1b1bdf6b6597, msgType : 18
[DEBUG] [2021-01-28 18:27:34] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 74, groupId: 1
[DEBUG] [2021-01-28 18:27:34] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 74, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-01-28 18:27:34] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 74
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d8ee3f7d4a934446a04b86be459ea54a, msgType : 18
[DEBUG] [2021-01-28 18:27:34] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0ea988ad6cfe4498840ee077b7e0addd, msgType : 18
[DEBUG] [2021-01-28 18:27:34] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 74, groupId: 1
[DEBUG] [2021-01-28 18:27:34] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 74, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-01-28 18:27:34] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 74
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3ce4c2dc48464eb1a208aa776436941a, msgType : 18
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 25e8aade099d4a5fac36bab0c299154a, msgType : 18
[DEBUG] [2021-01-28 18:27:34] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-01-28 18:27:34] BcosSDK.<init>(85) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5259284e0d22424abad48e49c4e0d394, msgType : 18
[DEBUG] [2021-01-28 18:27:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cda82450fed24b71a1294f5e4fbaa064, msgType : 18
[DEBUG] [2021-01-28 18:27:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5ba7dfc3867d4ffe8187ad7bd5e0d8c1, msgType : 19
[DEBUG] [2021-01-28 18:27:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 01316c914b9f4da2881912f9e2a74902, msgType : 19
[DEBUG] [2021-01-28 18:27:36] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-01-28 18:27:36] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-01-28 18:27:36] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-01-28 18:27:36] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-01-28 18:27:36] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-01-28 18:27:36] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-01-28 18:27:36] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-01-28 18:27:36] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-01-28 18:27:36] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-01-28 18:27:36] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-01-28 18:27:36] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-01-28 18:27:36] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-01-28 18:27:36] AmopImp.start(188) | amop module started
[INFO] [2021-01-28 18:27:36] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-01-28 18:27:36] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-01-28 18:27:36] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-01-28 18:27:36] BcosSDK.<init>(90) | create BcosSDK, create Amop success
[DEBUG] [2021-01-28 18:27:36] AbstractAutowireCapableBeanFactory.doCreateBean(537) | Eagerly caching bean 'bcosSDK' to allow for resolving potential circular references
[DEBUG] [2021-01-28 18:27:36] AbstractAutowireCapableBeanFactory.createBean(483) | Finished creating instance of bean 'bcosSDK'
[DEBUG] [2021-01-28 18:27:36] AbstractApplicationContext.initLifecycleProcessor(785) | Unable to locate LifecycleProcessor with name 'lifecycleProcessor': using default [org.springframework.context.support.DefaultLifecycleProcessor@480d3575]
[DEBUG] [2021-01-28 18:27:36] AbstractBeanFactory.doGetBean(251) | Returning cached instance of singleton bean 'lifecycleProcessor'
[DEBUG] [2021-01-28 18:27:36] PropertySourcesPropertyResolver.getProperty(92) | Could not find key 'spring.liveBeansView.mbeanDomain' in any property source
[DEBUG] [2021-01-28 18:27:36] AbstractBeanFactory.doGetBean(251) | Returning cached instance of singleton bean 'bcosSDK'
[DEBUG] [2021-01-28 18:27:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d548b4a49c3443538700b6acc0b2f427, msgType : 18
[DEBUG] [2021-01-28 18:27:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 93aa2832993e4ca0acef50abe4f780c9, msgType : 18
[DEBUG] [2021-01-28 18:27:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bbb5e34f37104ad2bf98469925105429, msgType : 18
[DEBUG] [2021-01-28 18:27:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 78d172ba495846fdb45708007558d978, msgType : 18
[INFO] [2021-01-28 18:27:36] CryptoSuite.<init>(52) | init CryptoSuite, cryptoType: 0
[INFO] [2021-01-28 18:27:37] Client.build(111) | build client success for group 1
[INFO] [2021-01-28 18:27:37] BcosSDK.getClient(149) | create client for group 1 success
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 55cc67692c064ea0ba31517a959f37ee, msgType : 18
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d869a466a748482e8c5d8def38d37fb0, msgType : 18
[DEBUG] [2021-01-28 18:27:37] AssetClient.initialize(39) | create client for group1, account address is 0xea144bea6e717736678ac3dddd959f8ecb39c82e
[DEBUG] [2021-01-28 18:27:37] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2021-01-28 18:27:37] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-01-28 18:27:37] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2021-01-28 18:27:37] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2f4a5453b91c40b6bb287b7ad653c8b4, msgType : 18
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 981cdf7f1c5a4fe8b0e58c6d3648b1e6, msgType : 19
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bfb80ce5c2e14e4b991cd150d98581f5, msgType : 19
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2f4a5453b91c40b6bb287b7ad653c8b4, msgType : 4096
[DEBUG] [2021-01-28 18:27:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-28 18:27:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 75, groupId: 1
[DEBUG] [2021-01-28 18:27:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 75, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-01-28 18:27:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 75, groupId: 1
[DEBUG] [2021-01-28 18:27:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 75, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-01-28 18:27:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bd601a3cfa3841f6988efc7ba2723e59, msgType : 19
[DEBUG] [2021-01-28 18:27:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7f3b437130f14f49a0310e0c2391e8e2, msgType : 19
[DEBUG] [2021-01-28 18:27:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ef03cece89904369b894eed7aad202fb, msgType : 19
[DEBUG] [2021-01-28 18:27:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6e62d51b4a2d4595b0d5d03def62f44b, msgType : 19
[DEBUG] [2021-01-28 18:27:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f0fec5bd12ef4321bdaffa5afe1cf8f9, msgType : 19
[DEBUG] [2021-01-28 18:27:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 197a6d0c543d4a6c9c69e39b48e98ef8, msgType : 19
[DEBUG] [2021-01-28 18:27:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a950bf3076144e65b3ec62ae3bf814ba, msgType : 19
[DEBUG] [2021-01-28 18:27:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c79d32e6d04046e28073aaf180307074, msgType : 19
[DEBUG] [2021-01-28 18:27:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 53f17f157c4942ce80e7127ff46d8bf9, msgType : 19
[DEBUG] [2021-01-28 18:27:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4cc083b1ab37452fbdac78ca39bcbd6a, msgType : 19
[DEBUG] [2021-01-28 18:27:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c3465be84e564876a41e990f14d95f09, msgType : 19
[DEBUG] [2021-01-28 18:27:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 39b90abef85a429f9059049bacdc0f3a, msgType : 19
[DEBUG] [2021-01-28 18:27:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b838c028db0f454fa2f7ca67ce2e9a8e, msgType : 19
[DEBUG] [2021-01-28 18:27:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 70c7bfa2c5f54702836a397b74c082ac, msgType : 19
[DEBUG] [2021-01-28 18:27:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1f7cadd5d7694c8b8b5d9f4c4a4ba01b, msgType : 19
[DEBUG] [2021-01-28 18:27:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca3ace56fb104158925c5f8275d208d8, msgType : 19
[DEBUG] [2021-01-28 18:27:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 20af92bec59b40e69b05c6d850f7d5bd, msgType : 19
[DEBUG] [2021-01-28 18:27:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 54f3b6a5592e406f85ff5d28064e8153, msgType : 19
[DEBUG] [2021-01-28 18:27:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9a9bca3d11c84f749711c84d7c6079f7, msgType : 19
[DEBUG] [2021-01-28 18:27:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f13737f592944b58bac2e2a042ad0cd4, msgType : 19
[DEBUG] [2021-01-28 18:27:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e6a288f69db4bb0b86d684c712f62b2, msgType : 19
[DEBUG] [2021-01-28 18:27:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : df533816a106492798a6a7ee71273b26, msgType : 19
[DEBUG] [2021-01-28 18:28:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 96dee367466e4f4ab0b7985a7f83b0fb, msgType : 19
[DEBUG] [2021-01-28 18:28:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 881e92ffdcb544d6b9b1e2b0ebd18507, msgType : 19
[DEBUG] [2021-01-28 18:28:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3a162326396d490c91c6664afb2510a6, msgType : 19
[DEBUG] [2021-01-28 18:28:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6895eadb5012488480368c744e668c04, msgType : 19
[DEBUG] [2021-01-28 18:28:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fa630b7673e84510a1243423d8546e44, msgType : 19
[DEBUG] [2021-01-28 18:28:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aa6ff1abe44f4d1d9b60e88ed7081505, msgType : 19
[DEBUG] [2021-01-28 18:28:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ac3d84b2ebba4d92be69f56db02c289d, msgType : 19
[DEBUG] [2021-01-28 18:28:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 691de49ba1de46619664d6e3e93f56ab, msgType : 19
[DEBUG] [2021-01-28 18:28:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00001192b55f4062b552c27a822c0fbf, msgType : 19
[DEBUG] [2021-01-28 18:28:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6809e455325448c885aaf805280986f1, msgType : 19
[DEBUG] [2021-01-28 18:28:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1e2697d3ca984d12bc93d25734b44dbf, msgType : 19
